,Unnamed: 0,tmdbId,title,genres,overview
188287,188287,424145,Petersburg: Selfie,Comedy|Drama|Romance,"Petersburg. A Selfie comprises seven novellas about the beautiful city of St. Petersburg, Russia, shot by female directors. The film tells a story of a real, living and breathing city, rather than a mythical phantasm. Each novella tells its own story about love and loneliness, luck and hope."
188529,188529,380246,Galaxy Turnpike,Comedy|Sci-Fi,"Set in the year 2265. There is a small restaurant along the main road Galaxy Kaido, which connects Earth and the space colony Uzushio."
188670,188670,221427,Detective Downs,Comedy|Crime,"Detective Robert has his own office, a trench coat, a Bogart hat and Downs syndrome. The only thing he is missing is a case. Then a lady comes to his rescue."
188707,188707,151743,Lost in Thailand,Adventure|Comedy|Drama,"Lost in Thailand is the story of two rival business managers, Xu and Bo, who are fighting over a revolutionary new in-house technology for control of their company. If Xu wins, his future will be secured. The critical task is to secure control over the shares of the chairman, who is at a retreat in Thailand. Xu catches the first plane to Bangkok, where he meets the happy-go-lucky Wang, an unexpected travel companion who will open his eyes to life's true priorities."
188792,188792,403100,Scared Topless,Comedy|Horror|Mystery|Romance,A group of unsuspecting college students explore a haunted house and get more than they bargained for when the sexual frenzy of the paranormal world reveals itself.
188922,188922,272072,Leather,Comedy|Romance,"Birch, a young man living in the Catskill Mountains, reunites with his childhood friend from the city, Andrew."
188978,188978,413017,I am not Salvador,Comedy,Mr. Naser Izadi and Mrs. Izadi were invited to Brazil by an agent from tourism agency. Angela (a Brazilian woman) misunderstood Naser as her ex-fiance and this make a challenging event for their trip.
189029,189029,462650,Puss in Book: Trapped in an Epic Tale,Adventure|Animation|Children|Comedy|Fantasy,"After tumbling into a magic storybook, Puss in Boots must fight, dance and romance his way through wild adventures as he searches for an escape."
189369,189369,399814,Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,Comedy,"Comedian Maz Jobrani follows up his bestselling book with a hilarious comedy special of the same title, where he takes on political issues, social issues and his kids through the lens of his Iranian-American background to show that we have a lot more in common than we think."
189460,189460,296867,Jeremy,Comedy,"El Jeremías is a heartwarming comedy film about family love and the hard choices that come with opportunity. Set in Sonora Mexico, the film tells the story of Jeremías an eight year old who finds out he is a gifted child and initiates a journey of self discovery. When an opportunistic physiologist makes contact with Jeremías, a new world of experiences open up to him but at the expense of being away from the family he loves. Jeremías must choose between this exciting but lonely new world he finds himself in or returning home to his loving family."
189463,189463,422803,A Shaun the Sheep Movie: Farmageddon,Animation|Children|Comedy,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her."
189760,189760,359767,Girl Gets Girl,Comedy,"Inès is living the American dream in Miami. She's in a relationship with Becky and is a successful illustrator for a major publishing house. However, her happiness is shattered when she is caught cheating on her girlfriend. She decides to return to her loved ones in Spain."
189776,189776,238222,Bill Bailey: Qualmpeddler,Comedy,"After receiving rave reviews in Australia, New Zealand and the UK, Bill Bailey brings ‘Qualmpeddler’ to the Hammersmith Apollo London. A brilliant mix of stand-up, stories, music and old-fashioned wit distilled from his own extraordinary experiences and reactions to the modern world, he looks at Cut-Price Shark Diving, The Hiding Skills of Dentists, A Theory of Cognitive Dissonance & Internet Shopping, Mandarin Ambiguity, Religious Dubstep, and Fashioning Replacement Hamsters. All in all, vintage Bill Bailey with trademark musical mash-ups, multi-lingual riffs, films, songs, philosophizing and silliness on a grand scale…plus one amazing owl.  “Qualmpeddler is... part rock-concert, part political discourse, part philosophical enquiry... masterfully constructed... the thinking person’s comedian...” - Herald Sun, Melbourne."
189948,189948,292483,Not Cool,Comedy,"Former prom king Scott returns home for Thanksgiving break and gets dumped by his long-term girlfriend. With his world turned upside down, Scott strikes an unlikely friendship with former classmate Tori, an ugly duckling who blossomed in her first semester of college, and they embark on an outrageous adventure through their hometown. But when Scott and Tori start falling in love, they realize that a few months away may have changed them more than they realized."
190114,190114,347666,We Need to Talk,Comedy,"Nuria is a young girl with a good life, a boyfriend to marry him and a parents who love her, but a problem: she still is married with Jorge. Former CEO, Jorge lives almost in the ruin together his ex boss and friend Lucas. After two years separated, Jorge doesn't forget her, but Nuria tries to ask him files for divorce when she wrongly discovers that Jorge has tried to commit suicide jumping by a window. Feeling responsible by it, Nuria talks with her parents Miguel and Patricia, according cheat Jorge for that he beliefs that they aren't divorced and Miguel didn't lose his company due to the Jorge's bad business inversions that ruined his parents-in-law, in order to get the divorce without pain for anybody. The real problem is what when the lies accumulate, the situation is each time more dangerously out of control."
190253,190253,190663,Theeya Velai Seiyyanum Kumaru,Comedy|Drama|Romance,"A man falls in love with a woman, a new recruit in his company. He seeks guidance from the `Love Guru' to win her heart, but problems arise when the guru learns that the man is in love with his sister."
190315,190315,269495,No Thank You,Comedy,"Heli Valkonen is desperately in love with her husband. But Matti is just not in the mood. He is only interested in playing computer games, dressed in worn out fleece pants. For him, a shoulder massage is the highest form of intimacy. When subtle hints, nice words and fetching clothes won't help, Heli resorts in direct, and increasingly direct action - in vain."
190380,190380,453204,Ice Mother,Comedy|Drama|Romance,"After her husband's death, Hana lives on alone in the family villa. Her two sons visit her with their families, but these visits frequently end in quarrels. When Hana meets Brona, a hardy fellow, inured to winter swimming, a new world opens before her. Brona's team-mates absorb her into their team and Hana gradually learns to overcome her fear of icy water. Her relation with Brona grows into love."
190518,190518,192126,Revenge for Jolly!,Comedy|Drama,"Harry is having a very, very bad day. He returns home from an all-night drinking binge with his cousin Cecil, to discover that his little dog Jolly...Harry's one true love and the source of light in his dark, solitary life-has been murdered. Brokenhearted and beyond consolation, he vows to track down the dog's murderer at any cost. Armed with a stockpile of firepower in the trunk of his car, he and Cecil embark on a frenzied, alcohol-fueled wild-goose chase, leaving a bloody path of destruction in their wake."
190568,190568,532649,Book of Monsters,Comedy|Horror,"Sophie's 18th birthday becomes a bloodbath when monsters descend upon her house, devouring the guests and killing anyone who tries to leave. To survive the night, Sophie must face her destiny: monsters are real and she's the only one who can stop them."
190834,190834,199926,The Mole Song: Undercover Agent Reiji,Action|Comedy|Crime,"After receiving the lowest score ever at the police academy, a man graduates. He gets recruited by the chief and is publicly fired so he can become a mole in a gang."
190873,190873,390376,Rag Union,Comedy|Drama,"The life of the ordinary teenager Vania changes when he makes the acquaintance of three strange guys. Sportsmen, hooligans, dreamers – they call themselves “Rag Union” and believe that they can change the world. Enchanted by his new friendship, Vania puts them up at his dacha and tries to become part of their grand organization. But the neighbour girl Sasha has her own plans with this company."
190914,190914,340194,A Year and Change,Comedy|Drama,"After falling off the roof at a New Year's Eve house party, Owen decides that it's time to make some wholesale changes in his life. Over the next year, he quits drinking, re-enters his estranged son's life, reignites old friendships, and falls in love with Vera, a bank teller and fellow divorcee...all in an attempt to replace members of his family who he'd lost prematurely."
191048,191048,223946,Les Gazelles,Comedy,"Marie and Eric, a couple in their thirties who have been together since college, buy their first apartment when Marie is suddenly overcome by doubt. Her encounter with a handsome, dark-haired man forces her to make a decision..."
191199,191199,78847,Osthe,Action|Comedy,"A police officer faces challenges from his family, gangsters and politicians and what happens in the end forms the crux of the story."
191202,191202,586044,I'm Just F*cking with You,Comedy|Horror,Siblings headed to a family wedding endure a night of increasingly frightening practical jokes while staying at a secluded motel.
191861,191861,201619,This Girl Is Bad Ass,Action|Comedy,"A bike messenger, hired by competing mob bosses to smuggle goods, finds that her only way out is a confrontation erupting into a battle of bullets, blows and kicks to the face."
192049,192049,60233,Norm Macdonald: Me Doing Standup,Comedy,"Norm MacDonald, the iconic anchor of SNL's ""Weekend Update"" and star of the cult classic Dirty Work, is back with a vengeance."
192086,192086,461297,Cop and a Half: New Recruit,Action|Children|Comedy|Crime,"In this family-friendly action reboot of the 1993 film, Karina Foley, an ambitious and spunky 12-year-old, inserts herself in a police investigation of the Badge Bandit, led by the grizzled, veteran detective Mark Simmons. Much to Simmons' disapproval, Karina partners up with him to stop the Badge Bandit from further wreaking havoc on the city. Through wit, skill, and green smoothies, Karina and Detective Simmons save the day and build a strong relationship in the process."
192386,192386,213204,The Foxy Merkins,Adventure|Comedy,"Two lesbian hookers wind their way through a world of bargain-hunting housewives and double-dealing conservative women in this buddy comedy, an homage to and riff on iconic male hustler films. Margaret is a down-on-her-luck hooker in training, who meets up with Jo, a beautiful and self-assured grifter from a wealthy family and an expert on servicing women, even as she considers herself proudly heterosexual. The film follows their adventures together on the street, through encounters with husky-voiced seductresses, mumbling erotic accessory salesmen and shopaholic swingers. Navigating the bizarre fetishes and sexual needs of their 'dates' brings into focus the hilarious and pathetic disparity between the two hookers, fellow travelers who will share the road together but only for a while."
192458,192458,415032,The Fabulous Patars,Comedy,"Denis struggles to raise his boisterous daughters Janine and Mercredi on his own while holding down two jobs. Everything goes sour when Denis forgets Mercredi one too many times at the school gates. Séverine, a cheerful social worker, is appointed to scrutinize the family’s daily lives."
193072,193072,384371,Roommates Wanted,Comedy,"When recently widowed, it is difficult to get used to a new life ... This is the case for Hubert Jacquin, who spends most of his time in his huge apartment, depressed, in front of his TV. One day, after a misunderstanding, his life will change. Manuela, a young and bubbly adventurer in search of a dwelling calls his home! At first reluctant, Hubert will quickly get used to the presence of this energy storm, who even manages to convince him to allow two other people to stay. There are many surprises in store for Hubert ..."
193093,193093,110345,Dead Sushi,Comedy,A disgruntled researcher injects his former employers' meal with a serum that turns their sushi into flesh-eating monsters.
193180,193180,548762,7 Emotions,Comedy|Drama,"Fear, anger, sadness, joy, disgust, envy, shame. Adaś Miauczyński goes back to his childhood days when, like most of us, he used to find it problematic to name the emotions that accompanied him. To improve the quality of his adult life, he decides to return to that time – which proves not so carefree after all – to learn how to experience the seven basic emotions. This extremely unpredictable journey into the past features an abundance of hilarious, even comical, situations but is also filled with lots of touching moments and food for thought."
194719,194719,406204,People You May Know,Comedy|Drama,"'People You May Know' tells the story of four friends in their 40s in Los Angeles. All them will have to confront a new reality when Delia gets pregnant from Joe, her best friend who happens to be gay."
194729,194729,346106,Jeff Ross Roasts America,Comedy,"Jeff Ross visits several cities across the country, roasting the towns and the residents in volunteer-only speed roasts. Roasting his way through cities including Seattle, Toronto, Las Vegas, Miami and Madison, Ross roasts a statue of Abe Lincoln in Washington D.C., gets roasted by John Rich in Nashville, and in Minneapolis, brings an old friend onstage to tell a very intimate story the way only Jeff Ross can."
194774,194774,421663,The Night of the Virgin,Comedy|Fantasy|Horror,"A virgin looking to get laid instead gets a nightmare full of blood, sweat, ... and various discharges."
195064,195064,376252,Mood of the Day,Comedy|Romance,"A train ride brings two unlikely souls together as Bae, a committed partner of a serious 10-year relationship, sees her world turned upside down by the charming playboy Kim. Seated together on a business trip from Seoul to Busan, the two find themselves on an adventure to remember."
195180,195180,421111,My Dead Boyfriend,Comedy,"Mary’s life has been defined by a string of temp jobs and a half-hearted attempt to become a writer.  But all that changes when she comes home to find her boyfriend dead in front of the TV set.  During her misadventures in trying to get rid of his ashes, Mary discovers that there was much more to her couch potato boyfriend than she ever thought imaginable."
195246,195246,323020,Bis,Comedy,"Éric and Patrice have been friends since high school. Over the years, they have both taken very different paths: Éric has become a hedonist, has a string of girlfriends and is always on the look out for a new one; Patrice has become a monogamous father with a very ordered life. After a drunken evening, the two childhood friends find themselves cast back into 1986, when they were 17 years old. This return to the past is a dream opportunity to try to change the path their lives will take. What will they do with this second chance?"
195496,195496,296503,Dude Bro Party Massacre III,Comedy|Horror,"In the wake of two back-to-back mass murders on Chico's frat row, loner Brent Chirino must infiltrate the ranks of a popular fraternity to investigate his twin brother's murder at the hands of the serial killer known as ""Motherface."""
195538,195538,461637,Doug Stanhope: The Comedians' Comedian's Comedians,Comedy,"Doung Stanhope has traveled the world and made himself a real comedian's comedian, check him out with comedians' comedian's comedians Brendon Walsh, Morgan Murphy, and Glenn Wool in this comedy special shot during Austin, TX's South by Southwest."
195560,195560,432625,Family Business,Comedy,"When their aunt's inheritance is given to their annoying cousin, three brothers and sisters have to work to get it back."
195668,195668,175606,Les Coquillettes,Comedy|Drama,Three female friends recall their misadventures (more sexual than cinematical) attending the Locarno Film Festival.
195982,195982,313096,Sune i fjällen,Comedy,"The Svensson family goes on a ski-vacation during the winter holiday. Sune, the family flirt girl-charmer, is yet again pulled into a difficult relationship and his father Rudolf is pushed into difficulty parent challenges while the little brother Håkan is up to no good. The big sister being ashamed of her family and the mother Karin tries to glue the family together and enjoy their vacation."
196021,196021,421745,Undecided: The Movie,Comedy,"A camera crew follows two ""undecided"" voters along the actual campaign trail, and no Presidential candidate - on either side of the aisle - is spared."
196059,196059,264357,The Anderssons Hit the Road,Children|Comedy,"Sune and his family discovers an old painting that could be worth a fortune. There's only one problem, it lacks a signature. Follow the Anderssons in a wacky roadtrip through Europe, filled with crazy fun."
196715,196715,359623,Girl Hate,Comedy,"Kiriko is pretty girl, working at an office. She also binge eats and then makes herself vomit. The male workers like her, but female workers hate her. Kiriko believes that the only that matters for a woman is being cute. Kiriko has Yuto, who works at a bar. The relationship between Kiriko and Yuto is more than friends, but less than a romantic relationship."
197043,197043,428687,Deidra & Laney Rob a Train,Comedy|Crime|Drama,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family."
197122,197122,139156,Stars 80,Comedy,"Die-hard fans of the 1980s, Vincent and Antoine run a company that supplies doubles of faded stars throughout the whole of France. What starts out as a promising business venture ends up as a calamity when Vincent and Antoine have over forty engagements booked but no one to attend them. They then have a brainwave. Why not get in touch with the real stars of the 1980s and persuade them to make a comeback? Why make do with an imitation when you can have the real McCoy?"
197424,197424,437253,Perfect Strangers,Comedy|Drama,"Seven friends meet up for dinner on a full moon Friday night and deep secrets will come to the surface, shaking their lives and threatening their relationships."
197445,197445,394759,Sheep & Wolves,Adventure|Animation|Children|Comedy,"In a magical faraway land, in a picturesque little village nestled among green meadows and rolling hills, lives a flock of carefree sheep. But their pastoral and stress-free life is interrupted when a pack of wolves sets up camp in the nearby ravine."
197900,197900,78187,Pablo Francisco: They Put it Out There,Comedy,"Pablo Francisco, one of the most popular comedians worldwide is back with his all new comedy concert, They Put It Out There. Following the enormous success of his last stand-up special, Ouch!, Pablo once again weaves together his arsenal of characters, spontaneous outbursts and clever insights to create a stand-up show that has the non-stop energy of a jazz riff. They Put It Out There. is a hilarious off-the-wall event that points out the absurdity of a pop-culture obsessed world as only Pablo can share."
198139,198139,523536,Checkered Ninja,Adventure|Animation|Comedy,A possessed Ninja doll teams up with a teenage boy to avenge the murder of a poor child factory worker.
198262,198262,446044,The Exes,Comedy,"If Paris is the city of lovers, it is also that ... ex! Antoine does not dare to commit, Didier regrets his ex-wife, Father Laurent must celebrate the marriage of his ex, Julie, Serge is harassed by Lise, the ex of his girlfriend of the moment, while Greg consoles With the dog ... of his ex! So many characters whose lives will be telescoped in a joyful disorder and who could fall back in love! But of whom? Whether they obsessed us or loved to hate them, deep down, it is difficult to forget their ex!"
198289,198289,316854,Les Souvenirs,Comedy,"Twenty-three years old Romain would like to be a writer, but, for the moment, he's night watchman in a hotel. His sixty-two years old father is retired and seems to not give a damn about anything. He shares an apartment with a twenty-four-year-old guy whose sole purpose in life is to seduce a woman, no matter who, and no matter the cost. His eighty-five years old grandmother is living in an old people's home, and she wonders what on earth she is doing with stuck with all these old people. One day, Romain's father turns up in a fluster. His grandmother has disappeared. In fact, she kind of escaped. Romain sets out to find her, somewhere in his memories."
198315,198315,458536,95,Comedy|Drama,"Set in the final weekend of the year 1995 Ice Hockey World Championships, 95 tells through overlapping stories why Finland became a ice hockey world champion and how it affected the whole nation."
198352,198352,295823,Mixed Feelings,Comedy,The feelings of Phil and Pyotr are really mixed. Whatever one of them feels - the second experiences the same feelings immediately.
198354,198354,503129,Student of the Year 2,Comedy|Drama|Romance,"A student must overcome bullies and hardships, both academic and romantic, in order to win his college's coveted Student of the Year trophy."
198402,198402,190817,The Rendez-Vous of Déjà-Vu,Comedy,"Hector meets Truquette on Bastille Day and becomes obsessed with seducing her. The plan is to get her to the seaside pronto. Pator is not complaining, especially if her friend Charlotte comes along for the ride. So off they go, down the country roads of a broke and broken France. Times are hard ! Suddenly the government cancels a month of summer. Everyone back to work! A wad of cash and two gun shots later, the group splits in two like France itself. But careering away from work in no way daunts the remaining trio, dead set on relocating the Bastille Girl and reveling in an endless summer."
198524,198524,369776,The Tuche Family: The American Dream,Comedy,"Les Tuche, a modest french family, change his life after winning a super lottery. Thanks to the money of his parents, the son, Donald (aka ""coin-coin) goes to Los Angeles to improve his english. On the L.A. University, he meets Jennifer, daughter of a famous American financier."
198625,198625,568908,Making Babies,Comedy,"After years of ""manually"" trying to conceive, John and Katie Kelly put their bodies, wallet and marriage through the ringer of modern infertility treatments."
198930,198930,461634,Rory Scovel Tries Stand-Up for the First Time,Comedy,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song."""
199145,199145,380013,Nobody Walks in L.A.,Comedy|Drama|Romance,"Two old friends who, faced with decisions that cannot wait, put their lives on pause for a day and do the unthinkable.... walk around Los Angeles. Putting aside a failing engagement on the one hand and a cross country move on the other - Miles and Becca rediscover not just the streets of Los Angeles, but one another."
199324,199324,331393,Undrafted,Children|Comedy|Drama,"Joe Mazzello, best known for his acting roles in Jurassic Park, HBO's The Pacific, The Social Network, etc, wrote and made his directorial debut with this story based on his brother's experience as a collegiate baseball star who was skipped over in the Major League Baseball draft. Story centers around an intramural baseball game with his misfit teammates that becomes incredibly important to him as he tries to come to grips with his dashed dream."
199464,199464,394262,French Tour,Comedy|Drama,"Far’Hook is a 20-year-old rapper. Following a violent dispute with a rival, he’s forced to leave Paris for a while. His producer, Bilal, suggests that Far’Hook acts as driver for Bilal’s father, Serge, on a tour of French ports, following in the footsteps of the classic painter Joseph Vernet.  Despite the age gap and culture clash, an unlikely friendship forms between this talented rapper and a bricklayer from the north of France during a road trip that concludes in Marseille for a final concert, one of reconciliation."
199664,199664,390437,Ki & Ka,Comedy|Romance,"An unconventional woman, gains immense success in her professional life but things take a turn when she meets a guy, who wants to be a house husband."
199817,199817,201893,Treasures of Lake Kaban,Adventure|Comedy|Romance,"Kirill and Gulnara are looking for the legendary treasure of Ivan Grozny... Maybe they will find it, maybe not - but they will definitely find each other."
200208,200208,280512,Christian Finnegan: The Fun Part,Comedy,Funny guy Christian Finnegan gabs in his disarmingly honest manner about everything from America's role in the world to his own sexual humiliations.
200302,200302,314606,100 Yen Love,Comedy|Drama,"Slacker Ichiko gets into a fight with her younger sister and begins to live on her own, working the late shift at a 100 yen shop. On her way home, she passes a gym and meets middle-aged boxer Kano who trains there in silence..."
201088,201088,272264,The Owners,Comedy|Drama,"25 year-old John, his teenage brother Erbol, and their sickly 12 year-old sister Aliya, are forced to leave their house in the Kazakh city of Almaty. By luck their mother left them a house in a remote village, where they plan to prepare their comeback. But the house appears to be on the wish list of the District Officer’s alcoholic brother, who has lived there illegally for 10 years."
201146,201146,496313,DiwanjiMoola Grand Prix,Comedy|Thriller,"As the long forgotten race is re-opened it brings a family, old-time friends and an entire colony of the downtrodden back together and the search for a new champion begins."
201220,201220,383809,Thanks Boss!,Comedy|Documentary,"A family fired by a company owned by LVMH (Group owned by French billionaire, Bernard Arnault) seeks reparation from their previous employer with the help of the movie director."
201298,201298,128592,The Dandelions,Children|Comedy,"A young girl is frustrated by her over-protective mom. At school, she meets another fearless little girl that is going to have a big influence on her."
201333,201333,261036,Match,Comedy|Drama,"A Seattle couple travel to New York to interview colorful former dancer Tobi for research on a dissertation about dance. But soon, common niceties and social graces erode when the questions turn personal and the true nature of the interview is called into question."
201618,201618,338399,A Farewell to Jinu,Comedy,"Takeharu Takami (Ryuhei Matsuda) is a bank teller, but he becomes allergic to money. He decides not to use money at all. Takeharu decides to move to a small village in the Tohoku region. There, he encounters residents who are not so easy."
201761,201761,438081,Duckweed,Comedy|Drama,"When a son attempts to reconcile with his father, a series of fateful events allow him to experience the father's life in the past."
202152,202152,470524,I Can Speak,Comedy|Drama,A grumpy old woman befriends a young civil servant and learns English from him. She then reveals to him her shocking past.
202205,202205,502453,Agent Mr Chan,Action|Comedy,"Top agent Mr. Chan (Dayo Wong) suddenly finds himself removed from duties after his partner Wonder Child unintentionally offends a policewoman, Ms. Shek. But when a financial officer goes crazy due to drugs, Mr. Chan is called back in to solve the case, which he accepts even though this means partnering up with Ms. Shek. The two have some ups and downs while working together, eventually leading to romance."
202633,202633,316744,Crazy Bitches,Comedy|Horror,"7 girls and 1 fab gay guy plan a getaway to a remote ranch for a week of gossip and grub. They start off where they always do, old rivalries in place, extreme vanity covering great insecurities, but with a true love for each other underneath the bickering, sniping and sassing. A number of drinks into night one and a dark secret is revealed. The house they rented is the site of a mass murder of teenage girls 15 years earlier. Blood still stains the floors under replacement carpets. The killer still runs free. The girls take it for what it seems - a fun story for a rainy night by a roaring fire. But after one of them disappears and is discovered dead, the story doesn't seem so fun anymore. 1 by 1, they die, killed by their own vanity. The fun-filled week turns into a race against death. Who will make it out alive?"
203120,203120,412013,Swinger,Comedy|Romance,"Munch-Fals’ script follows Adam, who has so far been spoiled by life – a good job, a lovely wife, an expensive villa, an independent son – but still it isn’t good enough. Even the swinger weekend trips he has been taking with his wife have become a joyless routine, and his youthful optimism and appetite for life are distant memories. Then, one day, at another swingers’ club, he does what swingers don’t do – he falls in love."
203603,203603,457435,Return of the Hero,Adventure|Comedy|Drama,"France, 1809. Captain Neuville is called to the front, leaving his future bride heartbroken. Her sister decides to write letters on his behalf to cheer her up."
203885,203885,239650,Tyler Perry's A Madea Christmas - The Play,Comedy,"When a family meets for Christmas at their posh Cape Cod estate, family arguments and secrets cause a stir. It takes a real down-to-earth family - like Aunt Bam and the almighty Madea - to save this holiday."
203990,203990,406042,Happy Bhag Jayegi,Comedy|Romance,"After fleeing an arranged marriage, a feisty Indian woman finds herself stranded in Pakistan where the ex-governor's son helps reunite her with her boyfriend."
204419,204419,504295,A Dog and Pony Show,Children|Comedy,"A renowned circus dog is the only one left behind after her traveling show leaves town. In a stroke of luck, she is found by Billy, a kid from the city who has just moved to town, and he takes her to live at a farm among a quirky cast of farm animals."
205315,205315,144785,Matchmaker Santa,Comedy|Drama,"As a little girl, Melanie Hogan wished to find her own prince charming just like her parents found true love.  Now an adult, Melanie is running her own bakery and dating a handsome CEO, Justin. Although things seem perfect when Justin asks Melanie to spend the holidays together at his beautiful lake house upstate—and meet his mother. Melanie finds herself spending more time with Justin’s best friend and loyal assistant, Dean, who just might be harboring a secret crush on her. When complications arise that throw Melanie and Dean together over the holiday, will the two realize they're meant to be?"
205491,205491,262199,Hannibal Buress: Live From Chicago,Comedy,"Hannibal is back with his hour-long stand-up special, ""Hannibal Buress Live From Chicago"", taped at the Vic Theatre in his hometown of Chicago, IL. Buress’ latest offering features more of the signature dry wit and cool delivery we’ve come to love."
206094,206094,447358,People You May Know,Comedy|Drama|Romance,An introvert realizes he can be whomever he wants to be on the Internet.
206158,206158,535437,Swiped,Comedy|Drama,"James, a college freshman and computer genius, is enlisted by his womanizing roommate, Lance, to code the ultimate hook-up app. But when James discovers that his divorced mother is using the app, unexpected consequences ensue."
207039,207039,347024,Love Is Thicker Than Water,Comedy|Drama|Romance,"Vida and Arthur come from vastly different backgrounds. Sensitive and touching, sometimes quirky and tragic, always uncompromisingly truthful, a fresh look how conflicting family ties challenge love in a modern day Romeo and Juliet tale."
207166,207166,353460,The Idol,Comedy|Drama,"Mohammed Assaf, an aspiring musician living in Gaza, sets a seemingly impossible goal: to compete on the program ""Arab Idol."""
207286,207286,303281,Happy Ending,Comedy,Yudi’s happy life is about to encounter a speed breaker-his BMW gets towed away and his dues have started piling up. He’s run out of money and luck! To make matters worse-his supposed ex-girlfriend isn’t really his ex.
207414,207414,531122,Ana e Vitória,Comedy|Romance,"Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together."
207582,207582,462883,Woody Woodpecker,Animation|Children|Comedy,Woody Woodpecker enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.
207690,207690,478427,Postcards from London,Comedy|Drama|Romance,"Jim is a young man from Essex who moves to Soho with dreams of fame and fortune. When he joins a group of luxury male escorts, he finds himself embarking on a psychedelic journey of decadence."
207841,207841,225719,Playing Dead,Comedy,"Jean, a forty-year-old struggling, out-of-work actor has hit rock bottom. Although open to any kind of work, he can't get a break. At the unemployment office, his counselor has a rather odd proposal: he can get a job helping the police reconstruct crime scenes, by standing in for the dead victim. Jean's obsession for detail impresses the detectives, allowing him to take a leading role in a sensitive investigation in Megève ski resort, during low season, after a series of murders"
207998,207998,208286,Crimes Against Humanity,Comedy,"After cheating on her mean boyfriend, Lewis, Brownie is hospitalized by a series of severe accidents. Instead of visiting her in the hospital, Lewis (assistant to the Dean of the local university) helps investigate two professors suspected of sleeping with students."
208574,208574,194144,"Pete Holmes: Nice Try, the Devil!",Comedy,"In his first hour-long special on Comedy Central, comedian and podcast host (You Made It Weird) Pete Holmes perfects his signature silliness and really gets into that time Juan won one. While he may look like a youth pastor, he's as comfortable talking about religion as he is secretly hating his girlfriend's friends and being a straight man who is 100% Gay for Ryan Gosling. Trust us, this special is McDonald's."
208599,208599,301272,Let's Go to the Country,Comedy,"Valentino and Salvo, unemployed and in search of fortune and recommendation, leave Palermo for Valentino’s home town, Monteforte, where they will try to survive the Italian crisis by opening some sort of hospice."
208705,208705,394185,Chokeslam,Comedy,"A mild-mannered deli clerk finally gets a second chance to pursue his high school sweetheart, a notorious female professional wrestler, when she returns for their ten-year reunion."
209540,209540,387892,Get Squirrely,Animation|Children|Comedy,"After breaking out of a rehabilitation zoo, Frankie, a squirrel with all the angles, returns to his forest. He learns from his dim-witted best friend, Cody, a porcupine and street-con, that while he was in lock-up, the entire forest was picked clean by The A.C.O.R.N.S. Institute (Alternative Cosmetic Oils for Regenerative Natural Skin-care). No acorn was left behind. With winter just around the corner, it's a potentially devastating blow to all forest critters. So, Frankie has no choice but to bust into the brand new, state-of-the-art, rodent-proof A.C.O.R.N.S. Processing Plant and take back all of the acorns! Though a seemingly impossible heist, success would not only save the lives of his forest friends, but it would also give Frankie a chance to win back the love of his life, Lola, a local ""show squirrel."" Sadly, Lola has been burnt by too many of Frankie's false promises in the past."
209600,209600,579245,The Specials,Comedy,"For twenty years, Bruno and Malik have lived in a different world—the world of autistic children and teens. In charge of two separate nonprofit organizations (The Hatch & The Shelter), they train young people from underprivileged areas to be caregivers for extreme cases that have been refused by all other institutions. It’s an exceptional partnership, outside of traditional settings, for some quite extraordinary characters."
209722,209722,535683,An Unexpected Love,Comedy|Romance,"It tells the story of Marcos and Ana, who have been married for more than 25 years, but enter into an existential crisis that leads them to separate. The life of singles seems fascinating and exciting at first, but soon it also becomes monotonous for her and nightmarish for him."
209778,209778,467924,Abe & Phil's Last Poker Game,Comedy|Drama,"Dr. Abe Mandelbaum has just moved into a retirement home. After forming an unlikely friendship with a womanizing gambler, their relationship is tested when they each try to convince a mysterious nurse that they are her long-lost father."
209837,209837,456213,The Art of Us,Comedy|Drama|Romance,"Harper Higgins is determined to land a tenured position at Boston Art College, and she’s counting on curating a big art gallery at the university to do so. But when she loses her showcase artist and can find no one else, she turns to her recently-hired dog walker who, unbeknownst to anyone, is a skilled painter."
210119,210119,254869,Torrente 5,Action|Comedy,Crooked cop Torrente gets out of jail in the year 2018 to find a different Spain from the one he knew.
210318,210318,200548,Fanie Fourie's Lobola,Comedy|Romance,"After Fanie takes Dinky, a strong Zulu woman, to his Afrikaans family wedding, the two find an unexpectedly fun cross-cultural romance. But in order to marry Dinky, Fanie must negotiate to pay Lobola (a South African dowry)."
210560,210560,428845,Holiday Joy,Comedy,A shy high school student's Christmas wish comes true only it isn't exactly as wonderful as she'd hoped.
