,Unnamed: 0,tmdbId,title,genres,clean_overview
87651,87651,252773,WTF,Comedy,gaillard real character world network troll provocateur one comic actor europe one half milliard viewing million fan day came decided steady got married settled work parking place promised pregnant wife also go away decree give prank deafen talent disorderly conduct fantasy fan assume care gaillard return
87707,87707,604196,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Comedy,lonely island spoof jose canseco mark mcgwire visual rap album set bash brother 1980s heyday
88130,88130,427564,Scooby-Doo! Shaggy's Showdown,Animation|Children|Comedy|Mystery|Western,scooby gang visit dude ranch discover nearby town haunted ghostly cowboy dapper jack fire real fire fire iron mystery deepens discovered ghost also long lost relative shaggy rogers
88139,88139,339077,Lovemilla,Comedy|Romance|Sci-Fi,aimo milla living together milla parent place save money move house due lack self confidence aimo waste saving muscle conventional body building quite satisfactory aimo tune robot milla like new leaf heartache lead extreme measure also change heart metal one one hurt milla decides steal aimo heart woman need heart lovemilla anarchistic comedy trip comedy love story love robot bodybuilding
88153,88153,270919,Number One Fan,Comedy,muriel bayen divorced beautician mother two love tell story huge fan singer vincent lacroix fact dedicated fan one day vincent knock door ask help
88375,88375,441875,Toilet: A Love Story,Comedy|Drama,woman threatens leave husband unless installs toilet home win back love respect head journey fight backward society
88421,88421,470472,The Wilde Wedding,Comedy,whirlwind courtship retired movie star eve wilde prepares marry fourth husband renowned english writer harold alcott spark soon begin fly eve first ex guest arrive estate weekend
88650,88650,478548,Rodney Carrington: Here Comes the Truth,Comedy,raunchy country comic musician rodney carrington joke sings life 40 poking fun sex relationship gaining weight
88944,88944,488971,You Can't Fight Christmas,Comedy,christmas designer leslie major brely evans biggest fan christmas ever like tidal wave yuletide cheer biggest job every year decorating lobby famed chesterton hotel ladder decorating tree fall arm edmund james andra fuller grandson owner jj james edmund business think christmas superficial frivolous
89013,89013,151535,Scooby-Doo! Mask of the Blue Falcon,Adventure|Animation|Children|Comedy|Fantasy,mega mondo pop sunny california mark spot mystery original adventure mystery pal fred daphne velma shaggy scooby head annual convention crack next case want meet favorite comic book character see megabucks movie premiere explosive remake classic cartoon adventure blue falcon featuring shaggy scooby favorite superheroes caped avenger blue falcon trusty bumbling dynomutt
89064,89064,375097,The Wonderland,Children|Comedy,main character film resident different place country common people uncommon thing pure wonder happen semyon lyuba family fireguard chance fulfill dream go moscow take part favorite tv show field miracle pole chudes make life choice trophy money inexperienced officer service time experienced loser sanya survive first day service also accept wife labor reanimate partner four newly acquainted fellow must mean fly moscow weather couple young lover must reconcile irreconcilable parent mysterious way valera decide dilemma save mankind deluge fly old ufo thing happen year december 31
89128,89128,456165,Family Is Family,Comedy,valentin hot designer architect claim orphan ashamed admit son scrap metal merchant north france
89195,89195,580625,7 Reasons to Run Away (from Society),Comedy|Horror,family tenant wedding businessman neighbor poor child run 7 black comedy story dysfunctional society
89571,89571,423949,Unicorn Store,Comedy|Drama|Fantasy,woman named kit move back parent house receives mysterious invitation would fulfill childhood dream
89625,89625,462181,Palm Swings,Comedy|Drama|Romance,moving palm spring young married couple put love test discover neighbor swinger
89855,89855,375804,Camping 3,Comedy,like every summer friend pic jacky laurette gatineau recently divorced sopie patrick chirac ever true form get together blue wave camping ground year patrick decided try car sharing believing travel france alone vanessa find accompanied three young dijon inhabitant robert benji loudmouth course car sharing patrick forced try bed sharing
89873,89873,198130,Pop Redemption,Comedy,black metal band split way one last gig hellfest festival accidental death trigger numerous misadventure four metalhead
90245,90245,348150,Jim Henson's Turkey Hollow,Comedy,jim henson turkey hollow follows family go hunt creature called howling hoodoo visit house kooky aunt played last man earth mary steenburgen howling hoodoo difficult find come across monster wood even know looking
90293,90293,389044,The Together Project,Comedy|Romance,samir lanky crane operator montreuil fall madly agathe master swimmer pool thorez decides take swimming lesson lie last three lesson agathe hate liar chosen represent agathe fly iceland 10th congress international master swimming samir choice fly turn also
90355,90355,424322,Superbad,Comedy,contemporary moscow danya struggling actor lost girlfriend trouble soon multiply younger brother dima show apartment friend bullet stomach
90465,90465,461088,50 Kilos of Sour Cherry,Children|Comedy|Drama,corrupted groom start shooting wedding ceremony guest try run away aida davoud accidentally end car crash police car aida lie inspector davoud husband story begin
90612,90612,375898,Meet the Guilbys,Comedy|Drama,claire maurice take whole family claire father funeral tightly knit family composed claire vegetarian son alex secretly fond maurice daughter lucie teenage rebel also claire brother poet living sister roof without forgetting young prune claire maurice daughter develop passion country emblematic cow must strive get along road trip willouby
90635,90635,430644,Oh Lucy!,Comedy|Drama,lonely office lady tokyo fall teacher decides take english lesson teacher disappears set journey find
90660,90660,520596,The Oath,Comedy,united state man struggle make thanksgiving holiday without destroying family
91012,91012,401285,Jagga Jasoos,Adventure|Comedy|Mystery|Romance,gifted teenage detective search missing father ladylove assistant
91024,91024,597161,"Rupert, Rupert & Rupert",Comedy|Drama,bittersweet struggling actor multiple personality disorder whose three identity battle control win lead role west end play fall pretty makeup artist
91194,91194,517596,Adam Sandler: 100% Fresh,Comedy,adam sandler take comical musical musing back road comedy club concert hall one unsuspecting subway station
91297,91297,531306,Rim of the World,Action|Adventure|Comedy|Sci-Fi,stranded summer camp alien attack planet four teen nothing common embark perilous mission save world
91446,91446,273370,Hectic Knife,Comedy,put upon knife wielding vigilante hectic knife protects city scum baddie new super villain bent world domination piggly doctor
91569,91569,354279,Charming,Animation|Comedy,three fairy tale princess find engaged guy prince charming
91620,91620,423122,"Dana Carvey: Straight White Male, 60",Comedy,comedian dana carvey blend tale big personality story life dad millennials
91625,91625,501630,Summer '03,Comedy,girl extended family left reeling calculating grandmother unveils array secret deathbed
91648,91648,275603,The Portal,Comedy|Fantasy|Sci-Fi,wizard get stuck 21st century radiation interferes magic home world brink war seek help jaded travel agent mistake great sorceress without power prove identity trouble taking seriously finally agrees reveal secret world exchange lunch date
91881,91881,210695,Much Ado About Nothing - Live at Shakespeare's Globe,Comedy|Drama,much ado nothing comedic play william shakespeare thought written 1598 1599 shakespeare approaching middle career play included first folio published much ado nothing generally considered one shakespeare best comedy combine element robust hilarity serious meditation honor shame court politics like like twelfth night much ado nothing though interspersed darker concern joyful comedy end multiple marriage death also known globe screen much ado nothing
91884,91884,345069,Crush the Skull,Comedy|Horror|Thriller,couple master thief find trapped within house intended rob discover inadvertently wandered lair deranged serial killer
92458,92458,251555,Millionaire Dog,Children|Comedy,since lottery pancho jack russell terrier dog life life full luxury personal assistant manages fortune trying strike deal pancho make become star toy industry investor try kidnap pancho mean pancho discover real life danger understand real wealth friendship
92671,92671,554205,A Cool Fish,Comedy|Thriller,guard xianyong find criminal twilight zone two unrelated event turn world upside mysterious disappearance bos implication financial security even perilous abduction paralyzed sister unknown make morbid deal captor
93295,93295,430413,Six Degrees of Celebration 5,Comedy,time new year favourite hero yolki perform usual nonsense hope miracle borya need somehow restore family happiness sake ready steal penguin best friend zhenya skier snowboarder matured stage mad chase christmas tree manya learns use internet hope finding old love professor yekaterinburg settled go mad jealousy far north safety engineer must take risk last confess love blogger remained internet get lift well penguin simply need sit urgently egg
93347,93347,497721,Zombiebox,Comedy,compilation shamefully bad skit
93490,93490,453404,King of Peking,Comedy|Drama,home entertainment enters market 90 beijing former projectionist rope young son starting pirate movie company easy money come price tag
93515,93515,89247,"Daddy, I'm a Zombie",Animation|Comedy|Fantasy,misadventure teenager girl new life zombie
93590,93590,390407,Little Boxes,Comedy|Drama,summer 6th grade clark biracial kid sea white discovering cool need act black fumble meet expectation urban intellectual parent mack gina also strive adjust living equipped many inherent challenge new york family ill prepared drastically different set obstacle new community present soon find struggling understand new suburban context
93682,93682,469274,City Hunter,Adventure|Comedy,nicky larson tasked recover perfume cupid perfume would make anyone us irresistible
93684,93684,563766,5 Star Christmas,Comedy,italian premier companion find dead body hotel suite trip hungary find embroiled series comedic situation try avoid scandal
93703,93703,402582,Handsome: A Netflix Mystery Movie,Comedy,la homicide detective gene handsome knack solving mystery matched inability make sense problem
93812,93812,426830,Family Heist,Comedy,burglar reconciles two daughter help retaliate betrayed
94037,94037,137144,Jeff Dunham: Minding the Monsters,Comedy,comedian ventriloquist jeff dunham enter ultimate hunted house walter transforms something grumpier already watch bubba rise dead meet peanut alter ego purple venger night spicy sidekick witness achmed litterally dressed kill outfit terrify terrifying terrorist
94305,94305,450477,"Literally, Right Before Aaron",Comedy|Drama,still reeling breakup college sweetheart allison adam world thrown chaos surprisingly invited attend upcoming wedding returning home festivity adam must confront unresolved feeling trying convince everyone else truly happy
94372,94372,123279,Kathy Griffin: Pants Off,Comedy,emmy comedian kathy griffin latest comedy special take wild ride behind scene hollywood salacious celebrity gossip
94375,94375,476046,Birthmarked,Comedy,two scientist raise three child contrarily genetic tendency order prove ultimate power nurture nature
94378,94378,385755,Women Who Kill,Comedy|Crime|Mystery|Romance|Thriller,morgan jean work well together true crime podcasters work well couple however morgan strike new relationship mysterious simone shared interest turn suspicion paranoia fear
94410,94410,396920,Journey to Greenland,Comedy,thomas thomas going rough patch actor living paris randomly decide leave city fly away kullorsuaq one remote village greenland thomas father nathan life among inuit community discover charm local custom friendship challenged
94632,94632,542609,Do You Like to Read?,Animation|Comedy|Fantasy,librarian town new penzance introduces six animated segment illustrating suzy favorite book
94686,94686,582883,Deerskin,Comedy|Crime,man obsession owning designer deerskin jacket dream lead turn back humdrum life suburb blow life saving even turn crime
94716,94716,295368,Elon Gold: Chosen and Taken,Comedy,manic wit transcends race religion comedian elon gold explores ridiculous thing people manage get away
94877,94877,315587,Altersglühen - Speed Dating für Senioren,Comedy,13 people end 60 middle 80 already experienced many thing life everyone hope desire conflict problem unites longing closeness loving lovable partner somewhat unusual way chosen escape loneliness speed dating dare event face man woman seven minute get know open courageously ever new constellation foreign counterpart
94891,94891,347413,Little Witch Academia: The Enchanted Parade,Action|Animation|Comedy|Fantasy,enchanted parade akko lotte sucy gotten trouble yet forced team three troublemaker amanda constance braunschweig albrechtsburger jasmineka antonenko must make annual witch parade success else face expulsion
94969,94969,336691,Paternity Leave,Comedy|Romance,four year first stable relationship man find pregnant partner baby
95069,95069,264085,Bhoothnath Returns,Comedy|Drama|Fantasy|Horror,boothnath vow redeem spirit tease search child terrify befriends akhrot slum kid help take country powerful politician
95140,95140,595867,On a Magical Night,Comedy,20 year marriage maria decides leave husband move room 212 hotel across street bird view apartment husband life shared wonder made right decision many people life offer opinion matter intend let know whether like prof evening
95362,95362,567801,Billion,Action|Comedy,influential banker everything possible share property illegitimate son deprived money turn help matthew regain fortune billionaire forced rob bank monte carlo perform even difficult task regain trust child grew without father
95474,95474,346239,Heil,Comedy,author loses memory used modern national socialist party political power germany
95508,95508,351097,The Apostate,Comedy|Drama,young man navigates bureaucracy catholic church try renounce faith
95604,95604,165463,The Priest's Children,Comedy|Drama,fabijan young priest come serve unnamed small island adriatic order help increase birth rate island decides pierce condom sold therefore team newsagent petar pharmacist marin abolish form birth control entire island consequence become complicated
95732,95732,212481,Ashens and the Quest for the Gamechild,Adventure|Comedy,ashens go quest find legendary elusive piece electronic tech known gamechild
95751,95751,77175,Quick,Action|Comedy|Thriller,biker forced deliver ticking time bomb mysterious caller put explosive helmet
95937,95937,324230,Diet of Sex,Comedy|Drama|Romance,suffers psychological disorder prevents experiencing pleasure aspect life marc use food endeavour help overcome problem
96140,96140,227738,Mortadelo and Filemon: Mission Implausible,Animation|Comedy,criminal produce uncontrollable laughter population mortadelo stop
96326,96326,520720,Kim Possible,Action|Adventure|Children|Comedy,everyday teen hero kim possible best friend ron stoppable embark freshman year high school saving world evil villain kim ron always one step ahead opponent navigating social hierarchy high school challenging ever imagined drakken shego lurking wing kim must rely family team wade new friend athena rufus naked
96370,96370,222370,Jim Breuer: And Laughter for All,Comedy,replete story family life really got started comedian love 1980s metal jim breuer hilariously personal special find goat boy comic top game
96420,96420,633517,Jeff Dunham: Beside Himself,Comedy,ventriloquist jeff dunham taped second netflix special hometown dallas tx american airline center return normal cast character including walter bubba j peanut stick achmed dead terrorist one newest addition larry high strung personal adviser president
96452,96452,502173,Relaxer,Comedy|Fantasy,y2k approaching fast abbie get couch beat unbeatable level
96707,96707,190795,Two Hundred Thousand Dirty,Comedy,welcome monotonous oppressive modern american byproduct suburban sprawl urban native environment product outdated pop culture rob mark greenfield manny coolio unsuccessful unrefined uncouth sale force behind affordable mattress new employee isabelle verdejo hired hope improving dismal sale thing change recruiting fellow burnout martin clayton blackwell got everyone working together split common goal dollar
96737,96737,159407,Jadoo,Comedy,comedy revolves around two brother wonderful chef fall catastrophically climax dispute rip family recipe book half one brother get starter get main course set rival restaurant across road spend next twenty year trying neither brother admit know entirely successful half menu take daughter successful corporate lawyer marrying man different background reunite planning marriage determined cook wedding banquet
96833,96833,268959,"Happy March 8th, Men!",Comedy|Romance,anna berkutova blonde armor weapon beauty intelligence absolute confidence fact know men important project skolkovo going marry rich foreigner birthday march 8 clear financial report fate change anna throw groom steal project skolkovo begin hear thought men ability first brought despair open wide possibility
96860,96860,323656,Just Jim,Comedy,small welsh town people talk meet jim lonely teenager given chance increase popularity cool american kid move next door written directed craig robert also play lead role
96926,96926,500003,Funny Story,Comedy|Drama,aging tv star walter campbell attempt break younger girlfriend lucy thwarted announcement pregnancy looking space walter resolve visit estranged daughter nic currently residing big sur resentful father neglectful parenting womanizing way agrees give lift nic friend kim recently attended funeral estranged mother dealing emotional baggage upon arriving big sur walter discovers nic living lesbian commune fact due get married nic appreciative walter acceptance sexuality see pair relationship begin repair newly formed bond risk destroyed
97071,97071,170759,Kokowääh 2,Comedy,said patchwork family without problem two year turbulence everyday life turn everyday
97087,97087,254526,The Midnight After,Comedy|Sci-Fi|Thriller,night like minibus full passenger drive tunnel arrives another dimension eclectic group passenger seek refuge deserted cafe make horrific discovery
97324,97324,412090,Jolly LLB 2,Comedy|Crime,blunt abrasive yet oddly compassionate jagdishwar mishra aka jolly struggling lawyer move kanpur city nawab pursue dream becoming lawyer
97448,97448,459670,Monica and Friends: Bonds,Adventure|Children|Comedy,fluffy jimmy five pet dog vanished develops infallible plan rescue little dog need help faithful friend monica maggy smudge together face challenger live incredible adventure get fluffy back home
97509,97509,449535,Dead Shack,Comedy|Horror,weekend getaway rundown cabin wood jason cautious teen crude best friend colin fearless older sister summer forced work together grow save parent predatory neighbor intent feeding undead family
97610,97610,429779,Jena Friedman: American Cunt,Comedy,shot slipper room nyc jena friedman first standup special delivers probing examination feminism body politic
97663,97663,300601,It's Now or Never,Comedy,narrates preparation wedding spanish couple everything go wrong
97680,97680,432826,Dim the Fluorescents,Comedy|Drama|Romance,struggling actress aspiring playwright pour creative energy paying work find demonstration corporate training seminar book biggest gig career hotel conference commence work ambitious production date
97738,97738,280218,1987,Comedy|Drama|Romance,1987 ricardo 17 year old summer ricardo busy schedule loose virginity find way get bar car spend time friend order rapidly make money ricardo decides use italian inheritance take shortcut medium crime thing go wrong
97785,97785,92038,Penny Pinchers,Comedy|Romance,loser ca find job lie mother money one day abruptly cut becomes homeless day salvation arrives form extremely stingy hobby visiting bank make saving deposit specialty selling empty glass bottle old newspaper cash
97850,97850,164366,Frits and Franky,Comedy,frits franky find lot money car crash water know
97866,97866,256608,Embassy,Comedy|Sci-Fi|War,young couple living old house suddenly discover elevator take directly year 1939
98455,98455,100830,Radiostars,Comedy,ben dreamed comic new york back paris professional emotional life complete disarray encounter alex star host breakfast club popular morning radio show cyril prefer arnold charismatic leader gang call shot blast fm next time ben hired write barely joined team tidal wave hit station breakfast club listenership free fall set bus travel every corner france meet win public arrogant parisian real journey initiation arises road trip shaking certainty
98529,98529,347870,Slash,Comedy,freshman neil vanguard story care meet older julia push put fan fic online website moderator take special interest neil work open whole new universe
98635,98635,109261,On Air,Comedy|Drama,well known radio talk show host life recluse day found real mother
98723,98723,299715,All About Them,Comedy|Romance,charlotte cheating micha suspecting thing yet feeling neglected micha turn cheat charlotte also thing lie privy lie love time
98900,98900,370978,"Kiki, Love to Love",Comedy|Romance,five story movie address sex love paco ana marriage looking reactivate passion sexual relation long time unsatisfied jose luis try recover affection wife paloma sit wheelchair accident limited mobility candelaria antonio marriage trying way parent trouble get orgasm make love try satisfy natalia fantasy start doubt finally ask marriage finally sandra single woman permanent searching man fall love love fear live explore diverse sexual paraphilia different side sexuality trying find road happiness
99033,99033,142786,Dara Ó Briain: Craic Dealer - Live 2012,Comedy,dara briain blistering form regales audience packed edinburgh playhouse unique brand mixing razor sharp punchlines ingenious audience interaction
99255,99255,338827,Thanks to my Friends,Comedy,man mid 30 reevaluates life priority met someone past
99332,99332,303904,Ungli,Comedy|Drama|Thriller,corrupt judicial system let drunken driver four gym friend become vigilante avenge death trainer
99386,99386,77944,The Worst Week of My Life,Comedy,seven day wedding man must contend series disaster
99457,99457,348320,Scream Week,Comedy|Thriller,six friend go party week sneekweek haunted secret past
99786,99786,360994,Love at First Child,Comedy|Romance,gabriell single mother daughter claire pregnant however child father simon desire involved future baby gabrielle take matter hand asks simon father ange help unexpected relationship begin
100055,100055,370260,Dylan Moran: Off the Hook,Comedy,dylan moran star black book shaun dead calvary back new stand show expect master class comedy dylan moran take new show hook road 2015
100217,100217,320430,Senior Project,Comedy|Drama,peter hammer move kennedy high school upscale neighborhood meet microcosm school first day arty samantha queen bee natalia new age spencer andy anxious graduate kennedy uptight teacher ghetty throw curve ball assigning class senior project team present topic end year order graduate
100270,100270,471856,Non-Fiction,Comedy,alain successful parisian publisher struggling adapt digital revolution major doubt new manuscript one author another work recycling love affair minor celebrity selena alain wife famous stage actress opposite opinion
100310,100310,332721,Dad's Army,Comedy,cinema remake classic sitcom dad army 1968 home guard platoon deal visiting female journalist german spy world war ii draw conclusion
100400,100400,391700,We Are Family,Comedy,bastien center reconstructed family 6 sister 8 parent many house task within family far complex school enough enough child decide wage revolution turn rule upside together squat large apartment parent come
100600,100600,324291,Night Owls,Comedy|Drama,workaholic kevin drunken one night stand beautiful madeline horrified discover actually bos jilted take bottle sleeping pill kevin forced keep awake course night two begin fall
100640,100640,527248,Crystal Swan,Comedy,minsk belarus velya aspiring dj want move chicago make dream come true bureaucracy phone line human condition put obstacle way difficult avoid
100793,100793,291375,Sleeping with the Fishes,Comedy,woman journey dynamic zany family alexis fish left broke death cheating husband working phone sex operator walking meatball hero return hometown brooklyn distant aunt funeral fear admit family overbearing mother life mess help quirky sister kayla new love interest alexis realizes must let go past define future
100958,100958,283827,Singh Is Bliing,Action|Comedy,raftaar singh always looking fun run away responsibility fed father order raftaar go goa work learn take responsibility goa impress new bos enthusiasm creative thinking soon get assignment meet sara amy jackson thus begin unique love story ensues great comedy error one hilarious situation another unfolds raftaar fall head heel exotic mysterious girl romance take deadly turn realizes sara think agenda take romania raftaar able win distant dangerous land
100986,100986,201124,The Year of '85: Rock Your Memories,Comedy,movie lokomo laborer group friend dream come true thirst life take decade
101001,101001,266718,Murder of a Cat,Comedy|Thriller,someone murder beloved cat clinton adult child demand justice taking upon solve case team unlikely ally greta two set find culprit lurking small suburban town clinton search truth begin uncover conspiracy go far deeper anticipated
101105,101105,391912,Rosy,Comedy|Romance|Thriller,socially awkward young man kidnaps aspiring actress hope fall love psychosexual noir explores power dynamic men woman
101255,101255,333092,Come Down Molly,Comedy|Drama,new mother molly hendricks overcome need run away feeling abandoned husband unable connect infant son take invitation old high school group guy friend go weekend trip mountain without pressure daily responsibility help psychoactive mushroom molly come shell ready accept beauty love found nature molly trip turn dark experience forced choose person person become
101399,101399,281730,Fugly,Comedy|Drama|Thriller,carefree life four college friend come abrupt end cross path corrupt police officer
101663,101663,377587,Meet the Blacks,Comedy|Horror,carl black get opportunity move family chicago hope better life arrival beverly hill timed city annual purge crime legal twelve hour
101681,101681,284279,Burnout,Action|Comedy,remember cannonball run modern twist subject longest wildest funniest car race ever oslo north cape rule getting first
102186,102186,425194,The Little Witch,Children|Comedy|Drama,little witch 127 year old young annual coven witch although yet old enough real witch want become really good one decision cause trouble inside magic world
102254,102254,253686,Darling Trap,Comedy,pathologically jealous gabriel asked marry test whether faithful unbeknownst arranges cross path beautiful olivia
102364,102364,265563,The Mystery of Happiness,Comedy|Drama|Romance,business partner santiago eugenio care need eugenio suddenly vanishes santiago eugenio wife join force look discover set find shared journey becomes surprising lighthearted meditation friendship love loyalty
102510,102510,82028,Black Out,Action|Comedy|Crime,ruthless gangster wrongfully accuse stealing retired criminal 24 hour creep back past life retrieve bag coke killed
102621,102621,345725,A Fool,Adventure|Comedy|Drama,directorial debut actor chen jianbin walk footstep touch sin man land black coal thin ice offer mainland noir kindness cruelty madness reason greed humanity struggle dominance fool might think hook chen amazing performance simple slightly crude latioazi goat farmer son jail young mentally handicapped man follows home one day enters life set blaze chain event follows bares china class divide raw random act reluctant kindness invite parade stranger grifter intent draining latioazi little
102635,102635,333033,The Heyday of the Insensitive Bastards,Comedy|Drama,seven vignette explore difference fantasy reality memory history joy agony human condition
102685,102685,347627,I Love You Both,Comedy,krystal twin confront year codependency start dating guy
102962,102962,222930,The Limousine,Comedy,three friend 60 paris attempt road trip greece looping fantasy questioning absolutely everything situation comedy fairy tale according director film heard starring nikos kouris doukissa nomikou dimitris katalifos pavlos haikalis lifetime achievement award nikos panagiotopoulos
102980,102980,302035,Lucky Stiff,Comedy,english shoe salesman inherits 6 million dollar recently deceased uncle never met condition take uncle corpse trip monte carlo
102989,102989,329690,Comedy Central Roast of Roseanne,Comedy,roseanne barr turn step celebrity hot seat latest installment comedy central roast
103409,103409,308447,The Flintstones and WWE: Stone Age SmackDown!,Animation|Children|Comedy,wwe come town new animated film teaming flintstone version john cena daniel bryan
103500,103500,196633,The Boatswain and The Parrot,Animation|Children|Comedy,animated story adventure boatswain parrot
103518,103518,210041,Mike Tyson: Undisputed Truth,Comedy,mike tyson show fascinating journey storied life career mike tyson undisputed truth rare personal look inside life mind one feared men ever wear heavyweight crown directed academy nominee spike lee riveting show go beyond headline behind scene line deliver theatrical knockout
103534,103534,215962,The Stag,Comedy|Drama,urging modern irish reluctantly agrees stag weekend friend camping western wilderness ireland much chagrin modern men joined brother bride crazy unpredictable alpha male known machine explosive id collective ego machine force nature leadership modern comfort convenience finally begin journey wild
103538,103538,246569,Jinxed,Children|Comedy|Fantasy,meet murphy family never ending bad luck anything go wrong go wrong murphy law century ago witch put magical curse grandfather whole family jinxed generation meg murphy played big time rush ciara bravo family house destroyed yet another freak accident family move grandfather house harvest hill case bad luck meg nemesis ivy also spending summer town thing start look kind meg meet local boy named brett cast another spell love spell help brother charlie meg determined ever must break hex catastrophically cursed family watch doomed teen try normal existence world full hijinks
103620,103620,330399,Rajathandhiram,Comedy|Crime|Drama|Romance|Thriller,three criminal take offer rob one biggest jewellery shop city successful attempt given store owner ruthless man aware plan
103911,103911,317198,Bad Hair Day,Adventure|Comedy,monica desperate prom queen big night hair uncontrollable mess meanwhile fbi agent liz morgan hunt jewel thief looking stolen necklace monica possession soon agent chase jewel thief whizzed wild adventure city
104067,104067,609660,Adam Devine: Best Time of Our Lives,Comedy,critically acclaimed comedian adam devine know growing suck tell filmed front packed house orpheum theater hometown omaha nebraska devine new netflix comedy special give comedic take worst part growing including puberty parental judgment almost dying 21st birthday
104220,104220,272160,My Man Is a Loser,Comedy,come woman playboy mike right move mike buddy ask advice reconnect wife mike figure share secret help guy regain marriage mojo mike lesson start backfiring hilarious result take beautiful friend show mike still thing two learn relationship
104439,104439,356300,How to Plan an Orgy in a Small Town,Comedy,high school cassie cranston wholesome repressed town beaver ridge following humiliating attempt losing virginity year later big city sex columnist cassie return home bury mother find chance revenge prudish childhood nemesis insists help old friend plan orgy
104784,104784,142320,Viva l'Italia,Comedy,story leading political man suddenly telling truth serious illness therefore overwhelming life anyone surrounding
104785,104785,513340,Animals,Comedy|Drama,laura tyler best friend drinking buddy whose hedonistic existence fall creeping horror adulthood laura get engaged jim ambitious pianist surprisingly decides go teetotal
104839,104839,434119,Confidential Assignment,Action|Comedy,crime organization north korea cross border enters south korean soil south korean detective must cooperate north korean detective investigate whereabouts
104931,104931,287301,Summertime,Comedy,iiris karoliina best friend since childhood karoliina travelling living abroad year coming back home summer karoliina gotten job waitress hanko best summer city finland
104981,104981,519176,Gintama 2: Rules are Made to Be Broken,Comedy,yorozuya gang return protect country shogun shinsengumi police force find crisis
105181,105181,499159,Oxidan,Comedy,aslan fiance negar going abroad country illegally without informing way get visa go get back
105443,105443,189098,The Zombie King,Comedy|Horror,samuel peter edward furlong ordinary man dabbles law voodoo bring wife back grave soon encounter god malevolence kalfu corey feldman make pact destroy underworld bring chaos earth return become zombie king walk earth eternity late wife ever growing horde zombie begin completely wipe countryside town government perimeter around town employ policy trapped within town local unlikely bunch misfit must fight life unite order survive hero unravel clue time survive zombie king horde zombie rise night dark moon
105739,105739,255635,Are We Ok?,Comedy|Drama,temmuz openly gay sculptor living flat dog istanbul life bohemian lifestyle happy go lucky carefree eccentric believing good luck charm character frequently distracting work child book illustrator eventually leading abandoned boyfriend via given solace affection wealthy mother fully supportive best friend beste meantime keep seeing young man dream repeatedly call help rescue one day run guy getting bus accompanied mother help get home young man born without limb two life would collide starting brotherhood full discovery mutual help
105924,105924,377492,Dirty 30,Comedy|Romance,eve kate 30th birthday agrees let two lifelong friend evie charlie throw party supposed simple celebration becomes wild past present thing quickly spiral control
106111,106111,453663,Yongsoon,Comedy|Drama,high school student fall love gym teacher think teacher might girlfriend friend try find whether girlfriend ca find clue making thing worse father brings new stepmother mongolia
106115,106115,178915,Welcome Mr. President!,Comedy,small mountain village life man challenging name giuseppe garibaldi one italy father fatherland everybody call nickname peppino love fishing company friend library work precarious employee optimistic person even child accuse wannabe one day due mess politician amazing thing happens peppino mistakenly elected president italian republic pulled quiet life play role know obviously inappropriate common sense instinctive gesture incredibly effective except etiquette trouble inflexible fascinating deputy secretary general presidency republic janis clementi anxious avail attempt regulate unpredictable action president
106184,106184,399895,Confessions of a Teenage Jesus Jerk,Comedy|Drama|Romance,young jehovah witness belief ultimate punishment inflicted upon typical teenage activity life rather grim infatuation friend older sister open eye
106363,106363,253258,The Mend,Comedy,mat alan estranged brother reunite alan leaf vacation girlfriend return sooner expected without girlfriend alan find mat family moved apartment
106432,106432,402362,EMO the Musical,Comedy|Romance,ethan sullen student whose life defined hate find love blindly optimistic christian girl trinity much annoyance band mate evangelistic brother
106447,106447,566491,Búék,Comedy|Drama,story take place new year eve group friend celebrating together year host newly divorced psychologist aliz guest younger brother chemistry teacher gynecologist cook photographer childhood best friend meantime wife saci lawyer girlfriend fanni young special education teacher join group topic conversation veers direction nowadays people store many secret confidential information cell phone kind conflict may arise phone fall unauthorized hand seven member group insists secret life open book aliz suggests prove
106518,106518,128077,The Holy Quaternity,Comedy,marital fidelity wear ondra vitek certainly suffering case serious fatigue working side side living next door take long two pal start comparing sex note plain see latest score fallen far would hoped luckily surprise holiday tropical island rekindles interest wife exacly lust designated partner one divert attention roaming eye inevitably settle wrong spouse pretty soon established little holy quaternity
106682,106682,249703,Do I Have to Take Care of Everything?,Comedy|Drama,comedy chaotic morning family kid mother determined best take care everything
106774,106774,514239,Tricky Old Dogs,Comedy,two septuagenarian go tuscany prevent old friend killing man cuckolded fifty year ago
106821,106821,295884,Saving Christmas,Children|Comedy,kirk enjoying annual christmas party extravaganza thrown sister realizes need help christian bad case
107590,107590,443398,Finding Momo,Comedy,one evening come home prioux astounded find certain patrick moved place strange young man returned home parent order introduce wife
107783,107783,351964,The Escort,Comedy|Romance,desperate good story journalist throw world escort start following prostitute
107784,107784,228202,Meu Passado Me Condena: O Filme,Comedy|Romance,immature cheap douche bag marries travel cruise europe board fancy passenger vessel fabio invited dinner wealthy beto gorgeous wife laura vip restaurant vessel soon discovers beto boyfriend learns crush laura classmate meanwhile cynical chamber maid suzana mello estranged husband entertainer wilson make bet split end trip poison relationship ship arrives casablanca meet bothersome childhood friend affect honeymoon
